,2020-2021,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
1,26.0,30.0,35.0,29.0,33.0,33.0,32.0,19.0,17.0
2,378654,154788,147192,141462,272673,282192,358385,420769,420769
3,35,28,34,16,32,25,26,34,31
4,5,2,1,1,2,1,1,3,3
5,3,8,6,3,4,2,6,6,7
6,547,1017,2645,1297,1310,1911,1969,866,665
7,,,,,,,,,
8,23,20,30,11,25,20,19,35,14
9,14,12,13,8,12,6,8,11,16
10,91,89,85,100,97,88,88,91,71
11,4,5,5,1,2,7,8,4,10
12,92,74,89,42,84,66,68,89,82
13,4,5,6,3,5,2,3,6,7
14,,,,,,,,,1
15,63,71,71,81,69,76,50,56,71
16,26,14,15,0,19,12,35,12,23
17,11,14,15,19,13,12,15,32,6
