,2019-2020,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,31.0,25.0,21.0,24.0,20.0,19.0,19.0,24.0,19.0
2,276923.0,73250.0,174019.0,136692.0,137981.0,276923.0,276923.0,276923.0,276923.0
3,20.0,29.0,32.0,18.0,28.0,22.0,26.0,21.0,24.0
4,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0
5,5.0,4.0,8.0,3.0,5.0,3.0,2.0,2.0,1.0
6,0.0,0.0,1227.0,0.0,716.0,0.0,0.0,0.0,970.0
7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8,15.0,14.0,25.0,7.0,16.0,11.0,18.0,15.0,22.0
9,11.0,15.0,11.0,11.0,18.0,11.0,13.0,9.0,9.0
10,75.0,79.0,88.0,61.0,89.0,91.0,88.0,76.0,96.0
11,6.0,6.0,4.0,7.0,4.0,3.0,5.0,5.0,1.0
12,5.0,10.0,12.0,2.0,6.0,9.0,6.0,7.0,12.0
13,5.0,10.0,12.0,2.0,6.0,9.0,6.0,7.0,12.0
14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,85.0,69.0,56.0,83.0,75.0,82.0,77.0,62.0,54.0
16,10.0,28.0,34.0,17.0,14.0,9.0,15.0,14.0,29.0
17,5.0,3.0,9.0,0.0,11.0,9.0,8.0,24.0,17.0
