,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,2.25,5.0,10.0,11.0,16.0,2.25,2.25,2.25,2.25
2,21346.0,8365.0,9635.0,11635.0,3519.0,3558.0,17885.0,21346.0,21346.0
3,20.0,23.0,11.0,18.0,30.0,27.0,27.0,26.0,27.0
4,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0
5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
6,1641.0,1988.0,0.0,619.0,2363.0,2362.0,2128.0,0.0,2032.0
7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8,19.0,19.0,10.0,22.0,26.0,43.0,31.0,31.0,36.0
9,7.0,9.0,6.0,7.0,13.0,8.0,8.0,9.0,7.0
10,95.0,96.0,82.0,72.0,93.0,96.0,89.0,100.0,85.0
11,4.0,1.0,4.0,18.0,10.0,11.0,6.0,10.0,10.0
12,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0
13,1.0,1.0,1.0,3.0,3.0,2.0,4.0,2.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,45.0,65.0,64.0,61.0,60.0,37.0,26.0,31.0,30.0
16,30.0,4.0,27.0,17.0,23.0,11.0,26.0,31.0,37.0
17,25.0,30.0,9.0,22.0,17.0,52.0,48.0,38.0,33.0
