,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,7.0,14.0,6.0,17.0,10.0,18.0,19.0,6.0,16.0
2,9885.0,85212.0,88096.0,89038.0,89038.0,89038.0,92308.0,92308.0,86346.0
3,18.0,21.0,31.0,17.0,15.0,35.0,26.0,15.0,23.0
4,2.0,11.0,21.0,5.0,5.0,17.0,11.0,9.0,7.0
5,3.2,4.0,7.0,3.2,3.2,2.0,3.2,1.0,2.0
6,309.0,115.0,118.0,111.0,90.0,141.0,159.0,136.0,202.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8.0,10.0,17.0,7.0,8.0,25.0,23.0,20.0,13.0
9,2.0,5.0,18.0,7.0,5.0,12.0,3.0,2.0,7.0
10,28.0,67.0,90.0,24.0,20.0,77.0,73.0,93.0,65.0
11,13.0,8.0,4.0,19.0,15.0,11.0,10.0,1.0,11.0
12,1.0,4.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0
13,1.0,4.0,1.0,1.0,2.0,4.0,5.0,2.0,1.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,28.0,71.0,71.0,71.0,60.0,60.0,50.0,40.0,48.0
16,28.0,19.0,23.0,18.0,27.0,20.0,15.0,33.0,26.0
17,44.0,10.0,6.0,12.0,13.0,20.0,35.0,27.0,26.0
