,2019-2020,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,6.0,9.833,9.0,14.0,12.0,9.833,9.833,15.0,9.833
2,67308.0,47654.0,45788.0,55212.0,57154.0,57692.0,57692.0,67308.0,67308.0
3,21.0,33.0,30.0,28.0,24.0,27.0,18.0,28.0,18.0
4,0.0,4.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0
5,2.0,1.0,1.0,3.0,4.0,2.0,1.0,2.0,2.0
6,0.0,663.0,1254.0,0.0,0.0,718.0,568.0,0.0,0.0
7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8,15.0,37.0,20.0,27.0,29.0,32.0,21.0,37.0,17.0
9,4.0,9.0,14.0,12.0,7.0,6.0,6.0,6.0,3.0
10,76.0,91.0,93.0,100.0,96.0,96.0,72.0,82.0,39.0
11,17.0,3.0,3.0,2.0,1.0,1.0,14.0,8.0,17.0
12,4.0,8.0,6.0,3.0,6.0,5.0,6.0,5.0,1.0
13,4.0,8.0,6.0,3.0,6.0,5.0,6.0,5.0,1.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
15,62.0,48.0,57.0,46.0,33.0,33.0,44.0,39.0,44.0
16,14.0,21.0,30.0,21.0,33.0,26.0,17.0,32.0,22.0
17,24.0,30.0,13.0,32.0,33.0,41.0,39.0,29.0,33.0
