,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,2.0,2.0,2.0,2.0,13.0
2,1731,10962,10962,10962,10962
3,,14,25,34,33
4,,5,11,12,16
5,,3,2,4,5
6,,175,197,244,156
7,,,,,
8,,23,31,65,33
9,,3,7,6,3
10,,64,100,97,97
11,,5,,1,1
12,,82,96,100,97
13,,,3,4,6
14,,,,,
15,,50,52,24,52
16,,0,20,21,21
17,,50,28,56,27
