,2018-2019,2019-2020,2020-2021,2021-2022
1,19.0,17.0,26.0,30.0
2,577.0,577.0,577.0,577.0
3,18.0,29.0,35.0,35.0
4,2.0,3.0,3.0,17.0
5,4.666666666666667,1.0,3.0,10.0
6,435.0,455.0,657.0,158.0
7,0.0,0.0,0.0,0.0
8,13.0,14.0,17.0,22.0
9,5.0,14.0,16.0,15.0
10,50.0,41.0,63.0,86.0
11,12.0,22.0,15.0,5.0
12,12.0,4.0,3.0,6.0
13,0.0,4.0,3.0,6.0
14,0.0,0.0,0.0,0.0
15,50.0,66.0,66.0,71.0
16,11.0,24.0,23.0,20.0
17,39.0,10.0,11.0,9.0
