,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,8.25,22.0,25.0,30.0,24.0,20.0,15.0
2,228577.0,230769.0,384615.0,384615.0,384615.0,230769.0,230769.0
3,26.0,32.0,17.0,29.0,5.0,30.0,21.0
4,12.0,6.0,3.0,8.0,1.0,6.0,1.0
5,5.0,12.0,6.0,5.0,7.166666666666667,3.0,12.0
6,161.0,340.0,309.0,208.0,357.0,298.0,1412.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,33.0,29.0,14.0,13.0,2.0,19.0,14.0
9,4.0,7.0,6.0,13.0,1.0,11.0,5.0
10,85.0,69.0,71.0,69.0,60.0,63.0,71.0
11,4.0,11.0,8.0,9.0,2.0,14.0,8.0
12,1.0,7.0,2.0,1.0,1.0,2.0,3.0
13,1.0,7.0,2.0,1.0,1.0,2.0,3.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,35.0,50.0,71.0,72.0,80.0,60.0,62.0
16,31.0,31.0,24.0,21.0,0.0,17.0,19.0
17,35.0,19.0,6.0,7.0,20.0,23.0,19.0
