,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,18.0,14.222,11.0,18.0,33.0,25.0
2,33634,100,100,100,100,100
3,24,30,34,30,27,29
4,4,3,17,12,4,8
5,6,7,3,6,3,3
6,363,714,170,205,380,226
7,,,,,,
8,27,31,49,35,15,17
9,4,9,9,10,12,13
10,63,73,97,97,67,76
11,12,11,1,2,13,13
12,71,88,100,88,71,76
13,2,3,2,3,1,3
14,,,,,,
15,33,43,53,60,37,59
16,29,30,12,13,30,24
17,38,27,35,27,33,17
