,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,11.0,11.0,11.0,19.0,21.0,13.0,31.0,24.0,16.0
2,23827,55,53731,55135,103846,103846,103846,103846,103846
3,33,35,31,34,34,33,21,27,29
4,1,2,7,8,6,12,4,6,15
5,5,3,5,8,5,13,3,4,7
6,1941,1299,361,267,400,227,290,220,138
7,,,,,,,,,
8,23,41,47,31,35,36,8,8,14
9,9,5,7,11,13,9,10,14,16
10,64,89,97,65,79,91,62,48,90
11,12,4,3,14,8,3,12,17,3
12,87,92,82,89,89,87,78,71,97
13,6,7,8,9,8,9,1,2,7
14,,,,,1,,,,
15,33,29,26,56,44,45,86,74,83
16,24,14,29,24,18,21,5,7,7
17,42,57,45,21,38,33,10,19,10
