,2019-2020,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021
1,11.0,16.0,11.833,22.0,13.3,11.0,2.5,24.0
2,64038.0,13635.0,17615.0,49865.0,49865.0,53462.0,64038.0,64038.0
3,26.0,3.0,5.0,4.0,12.0,36.0,35.0,34.0
4,1.0,1.0,0.0,0.0,3.0,9.0,4.0,1.0
5,3.0,1.0,2.3333333333333335,2.3333333333333335,2.0,2.0,3.0,3.0
6,1615.0,150.0,0.0,0.0,221.0,314.0,607.0,2154.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8,31.0,4.0,0.0,2.0,6.0,32.0,41.0,36.0
9,3.0,2.0,5.0,1.0,5.0,10.0,8.0,9.0
10,69.0,67.0,20.0,25.0,58.0,92.0,74.0,65.0
11,8.0,3.0,6.0,18.0,10.0,5.0,10.0,13.0
12,7.0,12.0,12.0,12.0,1.0,4.0,10.0,8.0
13,7.0,0.0,0.0,0.0,1.0,4.0,10.0,8.0
14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,50.0,33.0,100.0,25.0,58.0,42.0,46.0,47.0
16,23.0,33.0,0.0,50.0,42.0,31.0,31.0,18.0
17,27.0,33.0,0.0,25.0,0.0,28.0,23.0,35.0
