,2020-2021,2013-2014,2014-2015,2015-2016,2017-2018,2018-2019,2019-2020,2021-2022
1,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0
2,35385.0,35385.0,35385.0,35385.0,23077.0,23077.0,35385.0,35385.0
3,38.0,38.0,36.0,35.0,35.0,37.0,38.0,35.0
4,14.0,3.0,3.0,7.0,10.0,12.0,4.0,13.0
5,3.0,5.0,2.0,4.0,8.0,5.0,2.0,7.0
6,174.0,892.0,931.0,381.0,306.0,266.0,630.0,209.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,42.0,18.0,56.0,53.0,53.0,62.0,38.0,54.0
9,4.0,22.0,7.0,5.0,10.0,7.0,6.0,7.0
10,79.0,89.0,92.0,89.0,100.0,95.0,76.0,89.0
11,8.0,4.0,4.0,7.0,5.428571428571429,2.0,9.0,4.0
12,3.0,3.0,3.0,4.0,7.0,7.0,3.0,7.0
13,3.0,3.0,3.0,4.0,7.0,7.0,3.0,7.0
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,24.0,47.0,25.0,23.0,31.0,30.0,37.0,23.0
16,37.0,29.0,25.0,20.0,31.0,27.0,18.0,29.0
17,39.0,24.0,50.0,57.0,37.0,43.0,45.0,49.0
