,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0,19.0
2,180442.0,284442.0,343019.0,343019.0,384615.0,468846.0,468846.0,524423.0,524423.0
3,32.0,27.0,23.0,28.0,26.0,28.0,35.0,15.0,12.0
4,4.0,4.0,2.0,7.0,4.0,6.0,11.0,2.0,2.0
5,1.0,1.0,2.0,1.2,1.0,1.0,1.2,1.2,1.2
6,688.0,562.0,971.0,355.0,573.0,412.0,274.0,638.0,401.0
7,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
8,31.0,26.0,21.0,34.0,31.0,33.0,20.0,13.0,6.0
9,13.0,10.0,8.0,5.0,6.0,10.0,17.0,6.0,5.0
10,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,67.0
11,2.25,2.25,1.0,1.0,2.25,2.25,2.25,1.0,6.0
12,11.0,11.0,7.0,7.0,9.0,6.0,10.0,3.0,2.0
13,11.0,11.0,7.0,7.0,9.0,6.0,10.0,3.0,2.0
14,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0
15,69.0,81.0,65.0,71.0,50.0,57.0,66.0,67.0,75.0
16,19.0,4.0,17.0,18.0,31.0,11.0,26.0,20.0,25.0
17,13.0,15.0,17.0,11.0,19.0,32.0,9.0,13.0,0.0
