,2019-2020,2018-2019,2020-2021,2021-2022
1,12.833,5.0,12.833,15.0
2,43654,43654,43654,43654
3,25,30,21,27
4,3,3,5,3
5,4,3,9,4
6,688,762,214,499
7,,,,
8,35,36,8,14
9,7,6,12,8
10,96,90,57,63
11,1,3,9,11
12,89,79,55,71
13,5,7,2,3
14,1,1,,1
15,40,20,81,56
16,24,33,14,26
17,36,47,5,19
