,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,11.833,11.833,12.0,7.0,11.833,12.0,19.0
2,213654,213654,349615,"GROSS P/W
(IN EUR)",349615,349615,349615
3,30,38,38,36,36,37,17
4,,,,,,,
5,,,,,,,
6,,,,,,,
7,,,1,,,,
8,29,45,42,31,42,38,17
9,11,12,12,11,12,14,5
10,100,100,100,100,100,100,100
11,8,,,,,,15
12,79,100,100,95,95,97,45
13,3,2,2,4,3,1,3
14,,,,,,,
15,40,47,47,50,50,65,76
16,37,24,26,31,25,16,12
17,23,29,26,19,25,19,12
