,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,7.667,7.667,7.667,4.0,7.0,18.0,10.0,14.0
2,28481.0,28750.0,57692.0,61538.0,61731.0,61538.0,61538.0,61538.0
3,7.0,25.0,33.0,28.0,13.0,30.0,29.0,13.0
4,0.0,4.0,2.0,2.0,3.0,1.0,2.0,0.0
5,3.2857142857142856,4.0,4.0,4.0,1.0,2.0,7.0,1.0
6,0.0,365.0,968.0,872.0,251.0,1856.0,945.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,9.0,23.0,21.0,31.0,8.0,25.0,24.0,10.0
9,7.285714285714286,5.0,12.0,8.0,3.0,9.0,8.0,6.0
10,57.0,64.0,61.0,68.0,77.0,73.0,69.0,69.0
11,9.0,9.0,14.0,12.0,7.0,12.0,9.0,4.0
12,12.0,4.0,2.0,4.0,1.0,3.0,5.0,12.0
13,0.0,4.0,2.0,4.0,1.0,3.0,5.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,29.0,32.0,48.0,46.0,54.0,50.0,45.0,23.0
16,0.0,28.0,39.0,25.0,23.0,20.0,28.0,31.0
17,71.0,40.0,12.0,29.0,23.0,30.0,28.0,46.0
