,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,15.0,15.0,15.0,22.0,15.0,25.0,25.0,35.0,27.0
2,0,0,100,100,100,100,100,100,100
3,19,30,37,36,36,27,33,27,28
4,3,3,17,6,12,7,11,9,11
5,,3,11,3,10,4,8,6,5
6,388,693,179,471,246,192,177,216,136
7,,,,,,,,,
8,10,31,26,48,51,9,15,22,14
9,9,8,15,9,9,13,14,14,13
10,63,83,97,92,94,52,64,85,54
11,7,9,2,3,2,23,17,14,21
12,86,79,97,95,95,71,87,71,74
13,,,1,4,2,,,,
14,,,,,,,,,
15,63,27,59,33,33,81,67,74,75
16,32,27,32,22,28,7,9,11,14
17,5,47,8,44,39,11,24,15,11
