,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,4.0,6.833,1.0,5.25,5.25,36.0,27.0,26.0
2,22846.0,22846.0,23077.0,96154.0,96154.0,96154.0,96154.0,96154.0
3,8.0,13.0,21.0,34.0,29.0,32.0,24.0,25.0
4,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0
5,2.3333333333333335,2.3333333333333335,2.0,2.3333333333333335,2.3333333333333335,4.0,2.3333333333333335,1.0
6,0.0,0.0,1703.0,3060.0,0.0,558.0,0.0,0.0
7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8,10.0,4.0,25.0,36.0,57.0,28.0,27.0,25.0
9,2.0,6.0,5.0,12.0,6.0,15.0,7.0,8.0
10,63.0,46.0,86.0,100.0,100.0,97.0,92.0,96.0
11,7.0,22.0,11.0,9.0,9.0,2.0,8.0,4.0
12,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0
13,2.0,3.0,4.0,2.0,3.0,5.0,3.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
15,38.0,23.0,52.0,44.0,21.0,78.0,71.0,72.0
16,13.0,54.0,24.0,18.0,24.0,13.0,17.0,12.0
17,50.0,23.0,24.0,38.0,55.0,9.0,13.0,16.0
