,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,30.0,35.0,29.0,33.0,33.0,32.0,19.0,17.0,26.0
2,176731.0,176731.0,176731.0,159077.0,196154.0,196346.0,176731.0,176731.0,176731.0
3,24.0,31.0,30.0,22.0,23.0,25.0,24.0,31.0,13.0
4,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
5,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0
6,1549.0,1119.0,0.0,0.0,0.0,0.0,2107.0,2738.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,13.0,23.0,24.0,11.0,23.0,30.0,23.0,18.0,6.0
9,10.0,14.0,12.0,9.0,7.0,4.0,8.0,16.0,8.0
10,71.0,81.0,83.0,86.0,91.0,100.0,96.0,100.0,85.0
11,11.0,6.0,8.0,6.0,9.0,1.0,2.0,2.0,2.0
12,1.0,5.0,11.0,6.0,8.0,10.0,10.0,11.0,5.0
13,1.0,5.0,11.0,6.0,8.0,10.0,10.0,11.0,5.0
14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,75.0,74.0,77.0,68.0,61.0,56.0,54.0,71.0,69.0
16,21.0,16.0,7.0,23.0,26.0,32.0,21.0,26.0,31.0
17,4.0,10.0,17.0,9.0,13.0,12.0,25.0,3.0,0.0
