,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.5,16.0,13.857,4.0,13.857,15.0,36.0,9.0,18.0
2,63232.0,89416.0,92460.0,124564.0,124446.0,155726.0,155726.0,155726.0,155726.0
3,33.0,24.0,34.0,36.0,37.0,34.0,22.0,32.0,35.0
4,10.0,5.0,7.0,11.0,11.0,8.0,4.0,4.0,8.0
5,4.0,4.0,6.0,8.0,8.0,3.0,3.0,5.0,8.0
6,219.0,345.0,344.0,250.0,301.0,338.0,302.0,449.0,353.0
7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8,34.0,16.0,25.0,39.0,27.0,29.0,12.0,22.0,25.0
9,5.0,6.0,13.0,8.0,17.0,14.0,11.0,10.0,13.0
10,73.0,88.0,76.0,86.0,100.0,88.0,50.0,63.0,100.0
11,9.0,4.0,9.0,6.0,8.5,8.0,14.0,16.0,2.0
12,4.0,4.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0
13,4.0,4.0,5.0,2.0,4.0,5.0,1.0,3.0,4.0
14,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,55.0,58.0,50.0,47.0,54.0,50.0,86.0,69.0,63.0
16,18.0,29.0,21.0,14.0,32.0,26.0,0.0,22.0,26.0
17,27.0,13.0,29.0,39.0,14.0,24.0,14.0,9.0,11.0
