,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,35.0,29.0,33.0,33.0,32.0,21.0,22.0,21.0,18.0
2,488602,469548,566230,586023,965415,965466,965466,510,510
3,30,35,36,29,27,31,33,33,30
4,31,48,35,25,26,21,31,29,18
5,10,15,10,6,5,8,5,2,3
6,82,64,91,102,88,128,94,97,137
7,,,,,,,,,
8,32,32,31,29,29,20,36,29,41
9,11,15,13,7,7,14,11,8,7
10,100,100,100,100,100,97,100,94,90
11,,,,,,2,,3,3
12,79,92,95,76,71,82,87,87,86
13,4,5,4,4,1,3,3,3,8
14,1,1,,,,,,,
15,67,80,72,69,56,77,70,67,47
16,20,6,17,21,30,19,12,18,23
17,13,14,11,10,15,3,18,15,30
