,2018-2019,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
0,Manchester City,Benfica,Monaco,Monaco,Monaco,Manchester City,Manchester City,Manchester City,Manchester City
1,25.0,29.0,21.0,5.0,25.0,22.0,25.0,35.0,27.0
2,"£150,000.00","£21,173.00","£100,000.00","£150,000.00","£150,000.00","£150,000.00","GROSS P/W
(IN GBP)","£150,000.00","£150,000.00"
3,7,,9,7,8,6,6,2,8
4,7,,3,1,9,3,6,6,4
5,408,,254,320,348,255,338,1033,357
6,,,,,,,,,
7,22,,9,35,25,10,24,18,23
8,18,,18,10,16,17,16,13,20
9,2854,9,2283,2242,2780,1532,2027,2066,2858
10,6,1,11,10,4,23,14,12,5
11,95%,4%,84%,84%,97%,92%,89%,68%,92%
12,3,,1,6,3,,5,5,6
13,,,,,,,,,
14,83%,0,56%,41%,78%,83%,65%,77%,77%
15,6%,0,28%,38%,14%,11%,9%,12%,17%
16,11%,100%,16%,22%,8%,6%,26%,12%,6%
17,8,,7,8,15,9,7,13,11
