,2018-2019,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021
1,26.0,17.375,17.375,9.0,12.0,10.0,21.0,16.0,15.0
2,91482,91482,91482,91482,91482,91482,91482,50577,50577
3,19,33,9,33,34,9,25,25,23
4,4,15,,2,5,1,2,2,1
5,2,5,1,7,9,1,2,1,
6,244,173,,1150,474,595,422,606,717
7,,,,,,,,,
8,12,42,12,30,26,2,12,12,17
9,5,7,3,9,12,5,10,7,5
10,47,91,33,76,82,67,28,48,22
11,14,3,6,10,8,3,18,15,23
12,50,89,25,87,89,24,66,66,61
13,2,6,1,6,8,1,4,2,4
14,,,,,,,,,1
15,63,42,56,45,50,56,64,40,43
16,11,21,11,21,32,44,20,32,22
17,26,36,33,33,18,0,16,28,35
