,2021-2022,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,17.0,24.0,20.0,19.0,19.0,27.0,17.0
2,192308.0,192311.0,192311.0,192311.0,192311.0,192308.0,192308.0
3,34.0,5.0,8.0,20.0,22.0,32.0,28.0
4,20.0,0.0,1.0,4.0,3.0,5.0,6.0
5,13.0,8.5,8.5,8.5,2.0,13.0,6.0
6,136.0,0.0,399.0,158.0,385.0,384.0,316.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,34.0,1.0,5.0,7.0,9.0,20.0,17.0
9,10.0,3.0,4.0,9.0,11.0,9.0,11.0
10,91.0,80.0,63.0,30.0,59.0,66.0,68.0
11,3.0,7.0,15.0,28.0,23.0,13.0,9.0
12,1.0,12.0,2.0,12.0,12.0,2.0,2.0
13,1.0,0.0,2.0,0.0,0.0,2.0,2.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,50.0,60.0,63.0,80.0,82.0,50.0,57.0
16,21.0,40.0,13.0,15.0,14.0,38.0,25.0
17,29.0,0.0,25.0,5.0,5.0,13.0,18.0
