,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
1,24.0,16.0,22.0,13.0,17.0,10.0,18.0,17.429,30.0
2,92115,58519,56231,71577,70,74788,48077,57885,92115
3,28,32,35,36,26,31,20,36,35
4,,1,,1,,3,1,1,
5,,1,1,1,1,1,,,
6,,2643,,3240,,914,1713,3237,
7,,,2,1,,,,,
8,25,31,46,31,25,21,22,44,42
9,12,11,8,14,10,18,6,12,9
10,100,94,97,100,96,97,95,100,100
11,6,2,2,,5,6,7,1,2
12,74,84,92,95,68,82,53,95,92
13,8,5,9,10,8,6,4,9,8
14,,,1,,,,,,
15,39,59,49,64,73,68,65,50,34
16,32,22,20,19,23,23,15,17,37
17,29,19,31,17,4,10,20,33,29
