,2020-2021,2018-2019,2019-2020,2021-2022
1,5.25,5.25,5.25,13.5
2,61731.0,61731.0,61731.0,61731.0
3,15.0,30.0,27.0,33.0
4,6.0,2.0,14.0,7.0
5,2.0,3.0,3.0,6.0
6,156.0,1082.0,133.0,337.0
7,0.0,0.0,0.0,0.0
8,13.0,47.0,25.0,36.0
9,2.0,6.0,8.0,9.0
10,67.0,77.0,78.0,79.0
11,5.0,8.0,8.0,8.0
12,5.0,2.0,8.0,2.0
13,5.0,2.0,8.0,2.0
14,0.0,1.0,0.0,1.0
15,27.0,20.0,44.0,48.0
16,40.0,20.0,22.0,15.0
17,33.0,60.0,33.0,36.0
