,2019-2020,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2020-2021,2021-2022
1,16.0,12.833,21.0,5.0,25.0,6.0,16.0,16.0,16.0
2,£,£56993,£54773,£67369,£69723,£,£,£,£
3,38,31,37,26,31,33,38,33,35
4,1,1,4,1,2,1,1,1,2
5,6,8,5,2,4,6,8,1,1
6,3108,2558,792,2123,890,2804,3032,2530,1485
7,,,,,,,,,
8,36,24,23,25,16,42,39,40,40
9,13,11,20,12,14,11,9,10,10
10,89,97,95,92,61,94,92,85,97
11,4,1,2,3,15,5,3,6,2
12,100,82,97,68,82,87,100,87,92
13,7,3,6,4,,6,4,4,4
14,,,,,,,,1,
15,39,65,51,42,81,67,42,33,40
16,37,26,30,46,13,15,24,24,17
17,24,10,19,12,6,18,34,42,43
