,2018-2019,2012-2013,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021
1,15.0,18.0,10.0,11.875,14.0,4.0,13.857,25.0,1.0
2,106923.0,28519.0,36231.0,48192.0,74981.0,77538.0,106846.0,46346.0,46346.0
3,18.0,35.0,37.0,34.0,30.0,38.0,36.0,32.0,35.0
4,1.0,6.0,12.0,10.0,10.0,6.0,0.0,5.0,5.0
5,6.875,5.0,7.0,10.0,2.0,9.0,7.0,7.0,8.0
6,503.0,443.0,256.0,265.0,219.0,501.0,0.0,399.0,501.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4.0,26.0,48.0,32.0,31.0,42.0,26.0,26.0,36.0
9,8.0,12.0,12.0,12.0,8.0,9.0,16.0,11.0,7.0
10,28.0,91.0,95.0,91.0,93.0,95.0,92.0,75.0,80.0
11,33.0,3.0,2.0,3.0,5.0,2.0,5.0,12.0,7.0
12,12.0,7.0,3.0,6.0,4.0,2.0,4.0,5.0,1.0
13,0.0,7.0,3.0,6.0,4.0,2.0,4.0,5.0,1.0
14,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
15,56.0,49.0,38.0,53.0,37.0,50.0,53.0,66.0,37.0
16,11.0,20.0,30.0,15.0,23.0,13.0,31.0,25.0,20.0
17,33.0,31.0,32.0,32.0,40.0,37.0,17.0,9.0,43.0
