,2020-2021,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020
1,12.0,7.0,6.833,4.0,12.0,10.0,21.0,13.0,11.833
2,71827.0,71827.0,86615.0,106385.0,160250.0,24615.0,24615.0,29615.0,36923.0
3,28.0,11.0,34.0,31.0,28.0,27.0,19.0,26.0,15.0
4,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0
5,2.0,1.5,1.0,1.5,1.5,1.5,1.5,1.5,1.5
6,0.0,0.0,0.0,2707.0,1249.0,2358.0,784.0,0.0,0.0
7,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
8,29.0,15.0,22.0,28.0,19.0,19.0,30.0,30.0,15.0
9,11.0,3.0,19.0,13.0,15.0,11.0,5.0,7.0,5.0
10,100.0,91.0,100.0,100.0,100.0,100.0,95.0,96.0,100.0
11,3.0,3.0,2.5,1.0,1.0,1.0,5.0,5.0,1.0
12,3.0,2.0,9.0,5.0,5.0,3.0,3.0,5.0,2.0
13,3.0,2.0,9.0,5.0,5.0,3.0,3.0,5.0,2.0
14,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
15,61.0,64.0,53.0,48.0,64.0,59.0,32.0,42.0,80.0
16,18.0,18.0,26.0,19.0,25.0,30.0,21.0,19.0,13.0
17,21.0,18.0,21.0,32.0,11.0,11.0,47.0,38.0,7.0
