,2018-2019,2019-2020,2020-2021,2021-2022
1,10.0,10.0,10.0,10.0
2,14615,18462,18462,18462
3,11,20,32,31
4,2,1,1,1
5,,1,4,1
6,463,1087,2663,2720
7,,1,,
8,11,19,23,40
9,3,3,15,9
10,100,55,97,100
11,,22,1,
12,30,53,76,82
13,3,3,8,8
14,,,,
15,36,10,63,32
16,36,30,19,26
17,27,60,19,42
