,2018-2019,2014-2015,2015-2016,2016-2017,2017-2018,2019-2020,2020-2021,2021-2022
1,26.0,28.0,23.0,23.0,25.0,19.0,19.0,19.0
2,00,95231,96154,98695,110577,00,00,00
3,4,31,33,26,18,26,35,38
4,,2,4,1,2,1,,4
5,,3,4,3,2,5,9,5
6,,809,594,1183,297,1610,,707
7,,,,,,,,
8,1,18,26,12,5,21,51,38
9,1,10,15,8,7,9,7,14
10,,52,76,46,22,77,97,87
11,8,22,10,25,23,9,2,5
12,29,82,92,68,47,68,92,100
13,,2,3,1,1,2,10,4
14,,,,,,,,
15,75,61,45,65,72,23,40,32
16,0,16,27,19,22,35,23,26
17,25,23,27,15,6,42,37,42
