,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,12.833,21.0,3.625,25.0,19.0,3.0,8.714,6.0,6.0
2,14615,24269,40,41404,41346,76154,35192,35192,35192
3,23,29,38,36,35,36,25,24,34
4,5,4,14,10,9,8,2,3,4
5,1,1,6,3,5,2,4,,3
6,244,208,223,222,241,271,676,286,493
7,,,,,,,,,
8,14,9,40,14,33,31,21,18,35
9,8,14,12,16,13,12,10,5,10
10,61,31,95,75,69,64,56,25,65
11,9,28,2,10,14,15,14,30,12
12,61,76,100,95,92,95,89,63,100
13,1,,3,,2,1,1,1,3
14,,,,,,,,,
15,65,55,47,81,57,50,52,38,32
16,26,28,24,11,29,17,32,29,18
17,9,17,29,8,14,33,16,33,50
