,2020-2021,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,24.0,22.0,28.0,29.0,22.0,29.0,20.0,31.0,19.0
2,161538,47615,96154,0,76923,49038,161538,161538,161538
3,3,32,31,16,18,11,25,18,15
4,,1,1,,2,,1,,
5,,2,,1,2,2,2,4,
6,,2492,2556,,619,,1837,,
7,,,,,,,,,
8,2,39,15,6,12,10,15,15,10
9,1,9,21,9,8,4,12,10,4
10,67,81,90,81,72,100,84,89,80
11,1,6,6,10,17,5,4,4,10
12,8,84,91,47,53,32,71,67,39
13,2,1,1,2,1,1,6,5,2
14,,,,,,,1,,
15,33,41,74,81,61,82,72,72,73
16,0,22,13,13,33,0,12,11,13
17,67,38,13,6,6,18,16,17,13
