,2020-2021,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2021-2022
1,10.0,3.625,3.625,4.0,6.0,3.625,6.0,10.0
2,11923.0,11923.0,11923.0,8077.0,11923.0,11923.0,11923.0,11923.0
3,30.0,2.0,11.0,1.0,28.0,14.0,12.0,28.0
4,2.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
5,2.0,1.5,1.0,1.5,2.0,1.0,1.5,1.5
6,1280.0,0.0,773.0,0.0,0.0,0.0,0.0,589.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,28.0,3.0,9.0,1.0,31.0,12.0,8.0,32.0
9,11.0,6.166666666666667,1.0,6.166666666666667,8.0,6.0,3.0,8.0
10,97.0,100.0,73.0,82.85714285714286,96.0,71.0,50.0,93.0
11,3.0,1.0,11.0,11.0,2.0,18.0,19.0,2.0
12,1.0,12.0,4.0,12.0,2.0,1.0,12.0,2.0
13,1.0,0.0,4.0,0.0,2.0,1.0,0.0,2.0
14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
15,63.0,50.0,36.0,0.0,64.0,36.0,42.0,75.0
16,27.0,0.0,18.0,100.0,14.0,29.0,33.0,7.0
17,10.0,50.0,45.0,0.0,21.0,36.0,25.0,18.0
