,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021,2021-2022
1,22.0,18.0,17.0,22.0,10.0,18.0,18.0,22.0,10.0
2,158269.0,152115.0,183423.0,189827.0,210827.0,211538.0,211538.0,211538.0,211538.0
3,30.0,20.0,26.0,17.0,11.0,27.0,19.0,32.0,29.0
4,16.0,7.0,12.0,7.0,7.0,17.0,11.0,8.0,9.0
5,13.0,5.0,3.0,4.0,7.375,10.0,6.0,6.0,12.0
6,138.0,223.0,159.0,169.0,133.0,136.0,136.0,284.0,278.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,31.0,17.0,21.0,16.0,11.0,32.0,24.0,30.0,45.0
9,8.0,7.0,9.0,4.0,4.0,7.0,7.0,11.0,5.0
10,87.0,90.0,92.0,94.0,100.0,100.0,95.0,84.0,100.0
11,4.0,2.0,4.0,1.0,3.0,3.0,1.0,6.0,3.0
12,6.0,1.0,2.0,2.0,1.0,3.0,12.0,1.0,2.0
13,6.0,1.0,2.0,2.0,1.0,3.0,0.0,1.0,2.0
14,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
15,63.0,45.0,69.0,59.0,45.0,70.0,58.0,63.0,69.0
16,17.0,20.0,19.0,29.0,27.0,15.0,32.0,6.0,3.0
17,20.0,35.0,12.0,12.0,27.0,15.0,11.0,31.0,28.0
